5.119049096631438610e-03,4.799150864640916447e-03,5.119049097479881454e-03,4.799150865489359291e-03,1.294885894022167671e-03,1.345776049145859391e-03,1.300648811749691288e-03,1.346144487765226286e-03,2.523509058973117357e-03,2.107224520982426460e-03,5.331886462861757297e-09,5.806747403913482499e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.484429100050890099e-13,8.484429100050890099e-13
nan,nan,nan,nan,3.518135572387891025e-04,4.383112735627910572e-04,3.817398843867847512e-04,4.656468741380511756e-04,nan,nan,3.429436612823458695e-09,3.881801537999433300e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.720996992402205904e-13,8.720996992402205904e-13
nan,nan,nan,nan,6.973282266874453064e-05,9.934736128468685560e-05,3.632867898378369948e+221,inf,nan,nan,2.233783239227074652e-09,2.807832760044791109e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.950085955475433782e-13,8.950085955475433782e-13
nan,nan,nan,nan,1.958787507607770163e-05,2.470466003489150435e-05,7.129563344930822824e+259,inf,nan,nan,1.668518052906586675e-09,1.649986193567199219e-09,0.000000000000000000e+00,0.000000000000000000e+00,9.053988115533519498e-13,9.053988115533519498e-13
nan,nan,nan,nan,4.861153544822104107e-06,4.587466638173203855e-06,inf,inf,nan,nan,5.090856240779237779e-10,6.902500906621511087e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.104004531367081572e-13,9.104004531367081572e-13
nan,nan,nan,nan,1.216626063289628009e-06,1.621417889698139843e-06,inf,inf,nan,nan,3.756860896867613605e-10,4.833982439296775506e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.120879494019223982e-13,9.120879494019223982e-13
nan,nan,nan,nan,1.368425521323694736e-06,1.147595432126452045e-06,inf,inf,nan,nan,4.756449204788260297e-10,5.450893111289916801e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.126703916453768749e-13,9.126703916453768749e-13
nan,nan,nan,nan,6.917759284836285129e-07,7.484707424231234202e-07,inf,inf,nan,nan,3.854227266164438747e-10,5.108573174432125257e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.129424130319764164e-13,9.129424130319764164e-13
nan,nan,nan,nan,6.837543100635770049e-07,5.861283150781705502e-07,4.440519025539471775e+246,inf,nan,nan,4.236945805949568355e-10,4.970036696039637604e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.133236802459367235e-13,9.133236802459367235e-13
nan,nan,nan,nan,5.476362789782609530e-07,5.030381783699931944e-07,inf,inf,nan,nan,4.624880728838608851e-10,5.263450503862333972e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.136068536391051529e-13,9.136068536391051529e-13
nan,nan,nan,nan,3.435364749493803473e-07,3.947054977302117407e-07,inf,inf,nan,nan,3.904091976710206688e-10,5.025450469767617334e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.138698524086297206e-13,9.138698524086297206e-13
nan,nan,nan,nan,2.809513742700992646e-07,3.168060210164088892e-07,inf,inf,nan,nan,4.728610935083642021e-10,5.042641465131425022e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.140936445568463065e-13,9.140936445568463065e-13
nan,nan,nan,nan,2.375259665200733737e-07,2.631009739397720991e-07,4.772451558978437184e+181,inf,nan,nan,3.679825304214882320e-10,4.871790267829927386e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.142945797029714712e-13,9.142945797029714712e-13
nan,nan,nan,nan,2.610040406975004625e-07,2.063415245670318098e-07,inf,inf,nan,nan,4.202150182907695763e-10,4.863815929541763786e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.145640511190344169e-13,9.145640511190344169e-13
nan,nan,nan,nan,1.401148333918006061e-07,1.723195799805129042e-07,inf,inf,nan,nan,4.667055747598810178e-10,4.918497812171619067e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.147752101283848604e-13,9.147752101283848604e-13
nan,nan,nan,nan,1.394961955109579478e-07,1.452899495444045390e-07,inf,inf,nan,nan,4.251056479815558509e-10,4.816189585447103947e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.149188182660692794e-13,9.149188182660692794e-13
nan,nan,nan,nan,1.100621001585324618e-07,1.137754233594278405e-07,inf,inf,nan,nan,4.479740445725220364e-10,4.746399703899739871e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.151481041390489208e-13,9.151481041390489208e-13
nan,nan,nan,nan,8.311301656114159576e-08,9.512608820662070657e-08,2.723863739745999662e+265,inf,nan,nan,3.440918326552841274e-10,4.783155902251258466e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.153542880081883689e-13,9.153542880081883689e-13
nan,nan,nan,nan,7.284064696387231124e-08,8.313274211415034004e-08,inf,inf,nan,nan,3.443930421510028782e-10,4.703666009348103056e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.154237210622324227e-13,9.154237210622324227e-13
nan,nan,nan,nan,7.372878016877612628e-08,6.943832351502265709e-08,inf,inf,nan,nan,4.100742041341382278e-10,4.724032693339972156e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.155631162170030969e-13,9.155631162170030969e-13
nan,nan,nan,nan,5.713478822746013688e-08,6.218402997449169458e-08,inf,inf,nan,nan,4.474106119417872424e-10,4.705360722139538508e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.156753025466616162e-13,9.156753025466616162e-13
nan,nan,nan,nan,5.230871648917166915e-08,5.931699555903815466e-08,inf,inf,nan,nan,3.818257246865654934e-10,4.680029425351166751e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.157574395735265819e-13,9.157574395735265819e-13
nan,nan,nan,nan,4.687240822934200764e-08,5.167018731947140870e-08,5.154002685057232022e+266,inf,nan,nan,4.283109330704178154e-10,4.608977512002189963e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.158609499759419287e-13,9.158609499759419287e-13
nan,nan,nan,nan,4.517637999318235989e-08,4.699383991187617357e-08,inf,inf,nan,nan,4.243687624098430747e-10,4.608528883985085065e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.159517979487087856e-13,9.159517979487087856e-13
nan,nan,nan,nan,3.685558048958936576e-08,4.357946635134085474e-08,2.075259173574039954e+273,inf,nan,nan,3.860910147820550007e-10,4.586635126320554341e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.160028024465150355e-13,9.160028024465150355e-13
nan,nan,nan,nan,3.498576041454259895e-08,4.053671758889368110e-08,3.690270556996865317e+242,inf,nan,nan,4.151139387082582132e-10,4.602732932105551140e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.161069217868034437e-13,9.161069217868034437e-13
nan,nan,nan,nan,4.821935111527105868e-08,3.849250313256745538e-08,1.060872952304812733e+251,inf,nan,nan,4.165713837165309555e-10,4.523047581646225886e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.161776948155666751e-13,9.161776948155666751e-13
nan,nan,nan,nan,3.523140741620708254e-08,3.739556884306730518e-08,inf,inf,nan,nan,4.127756683973105149e-10,4.558179945727767703e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.162356277489524472e-13,9.162356277489524472e-13
nan,nan,nan,nan,2.909783032134056901e-08,3.383695304974450667e-08,1.231741667675839347e+80,inf,nan,nan,3.881723473821164005e-10,4.523959927421527233e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.162480329104856463e-13,9.162480329104856463e-13
nan,nan,nan,nan,2.352770192229904553e-08,3.219591325206547219e-08,inf,inf,nan,nan,3.916720303664693410e-10,4.505159692531866520e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.162920689382856834e-13,9.162920689382856834e-13
nan,nan,nan,nan,3.050404209120722384e-08,2.982131171475166235e-08,inf,inf,nan,nan,3.108956028119488196e-10,4.474329911576630037e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.163245427824251430e-13,9.163245427824251430e-13
nan,nan,nan,nan,2.640859318887647329e-08,2.939815517669525441e-08,4.053512682133491461e+261,inf,nan,nan,4.101110267154182275e-10,4.458287040589863803e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.163756460267513136e-13,9.163756460267513136e-13
nan,nan,nan,nan,1.914920488427171560e-08,2.790299254522683556e-08,inf,inf,nan,nan,3.781398546051743111e-10,4.467872684292728386e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.164149613173213201e-13,9.164149613173213201e-13
nan,nan,nan,nan,2.846079474954554942e-08,2.637455046896478254e-08,inf,inf,nan,nan,4.023346114073076636e-10,4.434940301295834763e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.164600694457751709e-13,9.164600694457751709e-13
nan,nan,nan,nan,1.996932356106549755e-08,2.719135565250603976e-08,inf,inf,nan,nan,3.753352103564419815e-10,4.455038579860612866e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.165228881798407493e-13,9.165228881798407493e-13
nan,nan,nan,nan,1.987240453212480889e-08,2.475070961163996099e-08,inf,inf,nan,nan,3.755100409537721797e-10,4.398417544113247307e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.165518429517988012e-13,9.165518429517988012e-13
nan,nan,nan,nan,1.839821082495646730e-08,2.369605078466674047e-08,inf,inf,nan,nan,3.901029785072964045e-10,4.414853380800831573e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.165675002326095818e-13,9.165675002326095818e-13
nan,nan,nan,nan,1.604424191615066237e-08,2.215639620817626403e-08,inf,inf,nan,nan,3.649266259378702099e-10,4.344431508157932536e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.166194268665997530e-13,9.166194268665997530e-13
nan,nan,nan,nan,2.751524842666933360e-08,2.148745958258688861e-08,3.980049436128747804e+192,inf,nan,nan,4.189458463364129894e-10,4.366765282993194893e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.166293924100572306e-13,9.166293924100572306e-13
nan,nan,nan,nan,1.957809929766211155e-08,2.001353879379345704e-08,inf,inf,nan,nan,4.197555560321390688e-10,4.307441210847714316e-10,0.000000000000000000e+00,0.000000000000000000e+00,9.166580303908630015e-13,9.166580303908630015e-13
